Type,Unique ID,ID,Name,Begin Time,End Time,Life Time,
"Thread",1013,17292,"Unknown","3 518,12","3 521,63","3,51",
"Thread",1014,14344,"Unknown","3 518,60","3 522,14","3,55",
"Thread",1015,1488,"Unknown","3 519,20","3 522,61","3,41",
"Thread",1016,7148,"Unknown","3 519,62","3 523,28","3,66",
"Thread",1017,3136,"Unknown","3 520,03","3 523,36","3,34",
"Thread",1018,2344,"Unknown","3 520,54","3 523,84","3,30",
"Thread",1019,6260,"Unknown","3 520,92","3 524,79","3,87",
"Thread",1020,13880,"Unknown","3 521,44","3 524,71","3,28",
"Thread",1021,17216,"Unknown","3 521,81","3 525,30","3,48",
"Thread",1022,18972,"Unknown","3 522,26","3 525,30","3,05",
"Thread",1023,17364,"Unknown","3 522,63","3 526,10","3,47",
"Thread",1024,14624,"Unknown","3 523,04","3 526,86","3,82",
"Thread",1025,5312,"Unknown","3 523,57","3 527,39","3,82",
"Thread",1026,20096,"Unknown","3 523,96","3 528,05","4,09",
"Thread",1027,6736,"Unknown","3 524,38","3 527,70","3,31",
"Thread",1028,3820,"Unknown","3 524,81","3 529,15","4,33",
"Thread",1029,2132,"Unknown","3 525,33","3 529,61","4,28",
"Thread",1030,13956,"Unknown","3 526,16","3 529,92","3,76",
"Thread",1031,17208,"Unknown","3 526,55","3 530,00","3,45",
"Thread",1032,16900,"Unknown","3 527,12","3 530,56","3,44",
"Thread",1033,2604,"Unknown","3 527,70","3 530,82","3,12",
"Thread",1034,4196,"Unknown","3 528,06","3 531,14","3,08",
"Thread",1035,19328,"Unknown","3 528,47","3 532,17","3,70",
"Thread",1036,9608,"Unknown","3 529,51","3 532,78","3,27",
"Thread",1037,9664,"Unknown","3 529,89","3 533,07","3,18",
"Thread",1038,19344,"Unknown","3 530,36","3 533,69","3,33",
"Thread",1039,17704,"Unknown","3 530,72","3 534,35","3,63",
"Thread",1040,15244,"Unknown","3 531,07","3 534,27","3,20",
"Thread",1041,19040,"Unknown","3 531,52","3 534,76","3,24",
"Thread",1042,16296,"Unknown","3 531,88","3 534,97","3,09",
"Thread",1043,14884,"Unknown","3 532,34","3 535,56","3,22",
"Thread",1044,14212,"Unknown","3 532,93","3 535,78","2,86",
"Thread",1045,15004,"Unknown","3 533,33","3 535,66","2,33",
"Thread",1046,13480,"Unknown","3 533,71","3 536,09","2,38",
"Thread",1047,12828,"Unknown","3 583,21","3 586,24","3,03",
"Thread",1048,1544,"Unknown","3 583,88","3 586,17","2,29",
"Thread",1049,16160,"Unknown","3 584,59","3 587,08","2,49",
"Thread",1050,4332,"Unknown","3 585,30","3 587,45","2,15",
"Thread",1051,16508,"Unknown","3 585,75","3 588,50","2,75",
"Thread",1052,7584,"Unknown","3 586,16","3 589,01","2,86",
"Thread",1053,2160,"Unknown","3 586,62","3 590,04","3,42",
"Thread",1054,16600,"Unknown","3 586,99","3 589,60","2,62",
"Thread",1055,2852,"Unknown","3 587,35","3 590,35","3,00",
"Thread",1056,12636,"Unknown","3 587,68","3 590,55","2,86",
"Thread",1057,7624,"Unknown","3 588,07","3 591,32","3,25",
"Thread",1058,15484,"Unknown","3 588,57","3 591,82","3,25",
"Thread",1059,3076,"Unknown","3 589,13","3 592,29","3,15",
"Thread",1060,16316,"Unknown","3 589,50","3 592,67","3,16",
"Thread",1061,17908,"Unknown","3 589,92","3 592,92","3,00",
"Thread",1062,9400,"Unknown","3 590,29","3 593,35","3,07",
"Thread",1063,18544,"Unknown","3 590,74","3 594,21","3,46",
"Thread",1064,20452,"Unknown","3 591,10","3 594,32","3,22",
"Thread",1065,17956,"Unknown","3 591,48","3 594,52","3,04",
"Thread",1066,16764,"Unknown","3 591,93","3 595,07","3,15",
"Thread",1067,15956,"Unknown","3 592,31","3 595,62","3,30",
"Thread",1068,14372,"Unknown","3 592,66","3 596,02","3,36",
"Thread",1069,6544,"Unknown","3 593,04","3 596,48","3,44",
"Thread",1070,15632,"Unknown","3 593,45","3 596,70","3,25",
"Thread",1071,10748,"Unknown","3 593,83","3 597,35","3,52",
"Thread",1072,8056,"Unknown","3 594,30","3 597,42","3,11",
"Thread",1073,15516,"Unknown","3 594,67","3 597,98","3,31",
"Thread",1074,920,"Unknown","3 595,21","3 598,38","3,16",
"Thread",1075,9920,"Unknown","3 595,59","3 599,00","3,41",
"Thread",1076,20200,"Unknown","3 596,04","3 599,62","3,58",
"Thread",1077,3056,"Unknown","3 596,41","3 599,47","3,06",
"Thread",1078,11428,"Unknown","3 596,86","3 600,66","3,80",
"Thread",1079,20320,"Unknown","3 597,24","3 600,43","3,19",
"Thread",1080,14032,"Unknown","3 597,64","3 600,92","3,28",
"Thread",1081,7208,"Unknown","3 598,09","3 601,33","3,24",
"Thread",1082,19536,"Unknown","3 598,55","3 601,61","3,07",
"Thread",1083,16396,"Unknown","3 599,02","3 602,35","3,33",
"Thread",1084,5408,"Unknown","3 599,38","3 602,59","3,21",
"Thread",1085,19812,"Unknown","3 599,86","3 603,29","3,43",
"Thread",1086,19224,"Unknown","3 600,23","3 603,21","2,99",
"Thread",1087,1844,"Unknown","3 600,66","3 603,67","3,01",
"Thread",1088,3780,"Unknown","3 601,14","3 604,61","3,47",
"Thread",1089,17996,"Unknown","3 601,54","3 604,54","3,01",
"Thread",1090,13556,"Unknown","3 601,96","3 605,21","3,25",
"Thread",1091,19348,"Unknown","3 602,34","3 605,68","3,33",
"Thread",1092,3052,"Unknown","3 602,76","3 604,96","2,20",
"Thread",1093,13952,"Unknown","3 652,08","3 654,99","2,91",
"Thread",1094,6592,"Unknown","3 652,86","3 655,46","2,60",
"Thread",1095,16004,"Unknown","3 653,62","3 656,04","2,41",
"Thread",1096,17172,"Unknown","3 654,31","3 656,68","2,36",
"Thread",1097,6084,"Unknown","3 654,69","3 656,95","2,26",
"Thread",1098,15900,"Unknown","3 655,07","3 657,69","2,61",
"Thread",1099,15080,"Unknown","3 655,45","3 657,99","2,54",
"Thread",1100,18180,"Unknown","3 655,82","3 659,03","3,21",
"Thread",1101,20408,"Unknown","3 656,20","3 658,79","2,60",
"Thread",1102,20116,"Unknown","3 656,57","3 659,67","3,10",
"Thread",1103,14696,"Unknown","3 656,96","3 660,05","3,09",
"Thread",1104,14552,"Unknown","3 657,35","3 660,52","3,18",
"Thread",1105,11088,"Unknown","3 657,78","3 661,30","3,52",
"Thread",1106,15580,"Unknown","3 658,17","3 661,41","3,24",
"Thread",1107,2012,"Unknown","3 658,55","3 661,55","3,01",
"Thread",1108,12080,"Unknown","3 659,00","3 662,12","3,12",
"Thread",1109,17780,"Unknown","3 659,39","3 662,53","3,14",
"Thread",1110,11496,"Unknown","3 659,79","3 662,99","3,20",
"Thread",1111,15452,"Unknown","3 660,17","3 663,52","3,35",
"Thread",1112,6440,"Unknown","3 660,55","3 663,84","3,29",
"Thread",1113,6460,"Unknown","3 660,97","3 664,24","3,27",
"Thread",1114,7780,"Unknown","3 661,49","3 664,51","3,02",
"Thread",1115,2524,"Unknown","3 661,88","3 665,35","3,47",
"Thread",1116,16780,"Unknown","3 662,28","3 665,79","3,51",
"Thread",1117,17008,"Unknown","3 662,65","3 666,54","3,89",
"Thread",1118,5536,"Unknown","3 663,11","3 666,55","3,43",
"Thread",1119,3568,"Unknown","3 663,48","3 666,54","3,06",
"Thread",1120,7956,"Unknown","3 663,86","3 667,20","3,34",
"Thread",1121,15656,"Unknown","3 664,25","3 667,47","3,21",
"Thread",1122,20236,"Unknown","3 664,76","3 667,98","3,22",
"Thread",1123,1260,"Unknown","3 665,12","3 668,37","3,24",
"Thread",1124,18960,"Unknown","3 665,54","3 669,16","3,61",
"Thread",1125,16468,"Unknown","3 666,66","3 670,03","3,37",
"Thread",1126,10168,"Unknown","3 667,38","3 670,22","2,84",
"Thread",1127,19684,"Unknown","3 667,85","3 670,66","2,81",
"Thread",1128,19804,"Unknown","3 668,22","3 671,56","3,34",
"Thread",1129,17732,"Unknown","3 668,58","3 671,59","3,01",
"Thread",1130,3092,"Unknown","3 668,94","3 672,60","3,66",
"Thread",1131,13920,"Unknown","3 669,33","3 672,78","3,45",
"Thread",1132,3556,"Unknown","3 669,98","3 673,06","3,08",
"Thread",1133,20088,"Unknown","3 670,45","3 673,51","3,05",
"Thread",1134,14240,"Unknown","3 670,88","3 674,13","3,25",
"Thread",1135,4500,"Unknown","3 671,61","3 674,31","2,69",
"Thread",1136,9420,"Unknown","3 672,21","3 675,19","2,99",
"Thread",1137,17224,"Unknown","3 672,58","3 674,91","2,33",
"Thread",1138,18112,"Unknown","3 673,08","3 675,46","2,38",
"Thread",1139,17888,"Unknown","3 673,45","3 675,60","2,15",
"Thread",1140,4948,"Unknown","3 722,29","3 725,11","2,82",
"Thread",1141,6244,"Unknown","3 722,90","3 724,99","2,09",
"Thread",1142,4752,"Unknown","3 723,60","3 725,74","2,14",
"Thread",1143,18648,"Unknown","3 724,10","3 726,84","2,74",
"Thread",1144,3368,"Unknown","3 724,49","3 726,89","2,40",
"Thread",1145,16052,"Unknown","3 724,87","3 727,31","2,44",
"Thread",1146,15104,"Unknown","3 725,28","3 728,24","2,96",
"Thread",1147,16276,"Unknown","3 725,74","3 728,42","2,67",
"Thread",1148,13928,"Unknown","3 726,11","3 728,91","2,80",
"Thread",1149,19356,"Unknown","3 726,50","3 729,41","2,91",
"Thread",1150,7528,"Unknown","3 726,93","3 729,87","2,94",
"Thread",1151,16444,"Unknown","3 727,32","3 730,41","3,09",
"Thread",1152,12420,"Unknown","3 727,76","3 730,65","2,89",
"Thread",1153,6784,"Unknown","3 728,12","3 731,75","3,63",
"Thread",1154,20032,"Unknown","3 728,54","3 731,81","3,28",
"Thread",1155,10008,"Unknown","3 728,92","3 732,13","3,21",
"Thread",1156,3188,"Unknown","3 729,28","3 732,21","2,93",
"Thread",1157,3304,"Unknown","3 729,67","3 732,81","3,14",
"Thread",1158,5668,"Unknown","3 730,08","3 733,33","3,24",
"Thread",1159,11892,"Unknown","3 730,49","3 733,92","3,43",
"Thread",1160,19940,"Unknown","3 730,92","3 734,23","3,31",
"Thread",1161,5968,"Unknown","3 731,77","3 734,73","2,96",
"Thread",1162,10264,"Unknown","3 732,21","3 735,25","3,03",
"Thread",1163,12756,"Unknown","3 732,62","3 735,47","2,86",
"Thread",1164,4260,"Unknown","3 733,00","3 735,72","2,72",
"Thread",1165,1328,"Unknown","3 733,35","3 736,40","3,05",
"Thread",1166,18232,"Unknown","3 733,76","3 737,29","3,53",
"Thread",1167,12536,"Unknown","3 734,14","3 736,99","2,84",
"Thread",1168,20276,"Unknown","3 734,55","3 737,46","2,92",
"Thread",1169,14056,"Unknown","3 734,95","3 737,92","2,98",
"Thread",1170,2588,"Unknown","3 735,35","3 738,68","3,33",
"Thread",1171,14424,"Unknown","3 735,74","3 738,67","2,94",
"Thread",1172,16556,"Unknown","3 736,09","3 738,99","2,89",
"Thread",1173,19592,"Unknown","3 736,50","3 740,00","3,50",
"Thread",1174,5696,"Unknown","3 736,87","3 740,30","3,43",
"Thread",1175,140,"Unknown","3 737,28","3 740,32","3,04",
"Thread",1176,16792,"Unknown","3 737,65","3 740,67","3,02",
"Thread",1177,20204,"Unknown","3 738,05","3 741,50","3,45",
"Thread",1178,19480,"Unknown","3 738,41","3 741,44","3,03",
"Thread",1179,19764,"Unknown","3 738,84","3 741,78","2,94",
"Thread",1180,11188,"Unknown","3 739,21","3 742,47","3,26",
"Thread",1181,13144,"Unknown","3 739,60","3 742,77","3,17",
"Thread",1182,16488,"Unknown","3 740,22","3 743,35","3,13",
"Thread",1183,17388,"Unknown","3 740,64","3 743,71","3,07",
"Thread",1184,7676,"Unknown","3 741,08","3 743,99","2,90",
"Thread",1185,13624,"Unknown","3 741,44","3 743,95","2,51",
"Thread",1186,19352,"Unknown","3 741,94","3 744,91","2,97",
"Thread",1187,14084,"Unknown","3 742,29","3 745,26","2,96",
"Thread",1188,20024,"Unknown","3 794,51","3 797,55","3,04",
"Thread",1189,12144,"Unknown","3 795,17","3 797,50","2,33",
"Thread",1190,18568,"Unknown","3 795,85","3 798,37","2,52",
"Thread",1191,15096,"Unknown","3 796,35","3 799,15","2,79",
"Thread",1192,20136,"Unknown","3 796,80","3 799,14","2,34",
"Thread",1193,9360,"Unknown","3 797,20","3 799,94","2,74",
"Thread",1194,16548,"Unknown","3 797,64","3 800,04","2,39",
"Thread",1195,13752,"Unknown","3 798,12","3 800,86","2,73",
"Thread",1196,17032,"Unknown","3 798,54","3 801,47","2,93",
"Thread",1197,19388,"Unknown","3 798,92","3 801,79","2,87",
"Thread",1198,5140,"Unknown","3 799,34","3 802,14","2,80",
"Thread",1199,20152,"Unknown","3 799,78","3 802,13","2,35",
"Thread",1200,18588,"Unknown","3 800,31","3 803,04","2,73",
"Thread",1201,16504,"Unknown","3 800,67","3 803,67","3,00",
"Thread",1202,10940,"Unknown","3 801,16","3 803,75","2,59",
"Thread",1203,5000,"Unknown","3 801,58","3 804,39","2,81",
"Thread",1204,376,"Unknown","3 801,97","3 804,93","2,95",
"Thread",1205,14592,"Unknown","3 802,35","3 805,30","2,96",
"Thread",1206,16188,"Unknown","3 802,72","3 805,65","2,93",
"Thread",1207,19748,"Unknown","3 803,13","3 806,06","2,93",
"Thread",1208,17592,"Unknown","3 803,71","3 806,69","2,98",
"Thread",1209,13132,"Unknown","3 804,12","3 806,97","2,85",
"Thread",1210,3248,"Unknown","3 804,49","3 807,42","2,93",
"Thread",1211,18008,"Unknown","3 804,87","3 807,58","2,71",
"Thread",1212,16452,"Unknown","3 805,27","3 808,15","2,88",
"Thread",1213,1296,"Unknown","3 805,71","3 808,64","2,92",
"Thread",1214,17988,"Unknown","3 806,08","3 809,02","2,94",
"Thread",1215,1232,"Unknown","3 806,48","3 809,30","2,82",
"Thread",1216,10040,"Unknown","3 806,87","3 809,71","2,85",
"Thread",1217,4024,"Unknown","3 807,24","3 810,16","2,92",
"Thread",1218,9376,"Unknown","3 807,60","3 810,71","3,10",
"Thread",1219,16184,"Unknown","3 807,96","3 811,51","3,55",
"Thread",1220,6528,"Unknown","3 808,33","3 811,37","3,04",
"Thread",1221,13444,"Unknown","3 808,74","3 812,25","3,52",
"Thread",1222,16472,"Unknown","3 809,29","3 812,12","2,83",
"Thread",1223,7604,"Unknown","3 809,69","3 812,89","3,20",
"Thread",1224,11492,"Unknown","3 810,09","3 813,13","3,04",
"Thread",1225,15948,"Unknown","3 810,51","3 813,43","2,91",
"Thread",1226,9208,"Unknown","3 810,95","3 814,11","3,16",
"Thread",1227,2924,"Unknown","3 811,32","3 814,18","2,86",
"Thread",1228,20368,"Unknown","3 811,73","3 814,76","3,03",
"Thread",1229,3096,"Unknown","3 812,11","3 815,07","2,96",
"Thread",1230,2704,"Unknown","3 812,47","3 815,51","3,04",
"Thread",1231,17936,"Unknown","3 812,84","3 815,80","2,96",
"Thread",1232,7196,"Unknown","3 813,27","3 816,04","2,77",
"Thread",1233,18140,"Unknown","3 813,66","3 816,53","2,87",
"Thread",1234,2752,"Unknown","3 814,03","3 816,67","2,64",
"Thread",1235,4976,"Unknown","3 814,39","3 817,45","3,07",
"Thread",1236,17244,"Unknown","3 814,76","3 817,75","2,99",
"Thread",1237,13872,"Unknown","3 864,89","3 868,04","3,15",
"Thread",1238,13468,"Unknown","3 865,53","3 868,04","2,51",
"Thread",1239,5992,"Unknown","3 866,34","3 869,14","2,81",
"Thread",1240,2744,"Unknown","3 866,97","3 869,91","2,95",
"Thread",1241,20400,"Unknown","3 867,38","3 869,92","2,54",
"Thread",1242,17896,"Unknown","3 867,79","3 870,91","3,12",
"Thread",1243,13744,"Unknown","3 868,28","3 871,32","3,04",
"Thread",1244,18836,"Unknown","3 868,70","3 872,17","3,47",
"Thread",1245,7240,"Unknown","3 869,14","3 872,39","3,26",
"Thread",1246,16816,"Unknown","3 869,56","3 872,96","3,40",
"Thread",1247,1764,"Unknown","3 870,22","3 873,06","2,84",
"Thread",1248,2164,"Unknown","3 870,58","3 873,58","3,00",
"Thread",1249,6948,"Unknown","3 871,01","3 874,34","3,33",
"Thread",1250,17900,"Unknown","3 871,54","3 874,92","3,38",
"Thread",1251,3064,"Unknown","3 871,93","3 874,83","2,90",
"Thread",1252,6832,"Unknown","3 872,36","3 875,86","3,50",
"Thread",1253,18884,"Unknown","3 872,87","3 876,34","3,47",
"Thread",1254,3156,"Unknown","3 873,59","3 876,62","3,02",
"Thread",1255,240,"Unknown","3 873,98","3 876,99","3,01",
"Thread",1256,18584,"Unknown","3 874,49","3 877,58","3,10",
"Thread",1257,7124,"Unknown","3 874,94","3 877,74","2,80",
"Thread",1258,13520,"Unknown","3 875,30","3 878,26","2,96",
"Thread",1259,13812,"Unknown","3 875,70","3 878,61","2,92",
"Thread",1260,18324,"Unknown","3 876,14","3 879,07","2,93",
"Thread",1261,14620,"Unknown","3 876,80","3 879,53","2,73",
"Thread",1262,17052,"Unknown","3 877,21","3 879,86","2,65",
"Thread",1263,16256,"Unknown","3 877,56","3 880,41","2,85",
"Thread",1264,12184,"Unknown","3 877,99","3 880,79","2,80",
"Thread",1265,15824,"Unknown","3 878,38","3 881,47","3,10",
"Thread",1266,13248,"Unknown","3 878,80","3 881,77","2,97",
"Thread",1267,14496,"Unknown","3 879,16","3 882,11","2,94",
"Thread",1268,19620,"Unknown","3 879,52","3 882,72","3,20",
"Thread",1269,14404,"Unknown","3 880,05","3 883,26","3,21",
"Thread",1270,17992,"Unknown","3 880,42","3 883,33","2,91",
"Thread",1271,19688,"Unknown","3 880,78","3 884,37","3,59",
"Thread",1272,19728,"Unknown","3 881,19","3 883,94","2,74",
"Thread",1273,6660,"Unknown","3 881,58","3 884,29","2,71",
"Thread",1274,17980,"Unknown","3 881,95","3 884,86","2,91",
"Thread",1275,20052,"Unknown","3 882,32","3 885,34","3,02",
"Thread",1276,3828,"Unknown","3 882,69","3 886,33","3,63",
"Thread",1277,3100,"Unknown","3 883,07","3 885,97","2,90",
"Thread",1278,19112,"Unknown","3 883,50","3 886,38","2,88",
"Thread",1279,9552,"Unknown","3 883,90","3 887,63","3,73",
"Thread",1280,15732,"Unknown","3 884,45","3 887,47","3,03",
"Thread",1281,4600,"Unknown","3 884,83","3 887,65","2,81",
"Thread",1282,17048,"Unknown","3 885,27","3 888,09","2,82",
"Thread",1283,18680,"Unknown","3 885,67","3 888,89","3,23",
"Thread",1284,19084,"Unknown","3 886,41","3 888,63","2,22",
"Thread",1285,9880,"Unknown","3 886,75","3 889,56","2,81",
"Thread",1286,6620,"Unknown","3 887,19","3 889,22","2,03",
"Thread",1287,19420,"Unknown","3 936,36","3 938,83","2,47",
"Thread",1288,3744,"Unknown","3 936,90","3 938,76","1,86",
"Thread",1289,2120,"Unknown","3 937,49","3 939,55","2,06",
"Thread",1290,7588,"Unknown","3 937,95","3 939,95","2,00",
"Thread",1291,11940,"Unknown","3 938,32","3 940,46","2,14",
"Thread",1292,5348,"Unknown","3 938,71","3 940,66","1,95",
"Thread",1293,17816,"Unknown","3 939,11","3 941,59","2,48",
"Thread",1294,14072,"Unknown","3 939,47","3 942,14","2,66",
"Thread",1295,18864,"Unknown","3 939,85","3 942,00","2,15",
"Thread",1296,4020,"Unknown","3 940,25","3 942,65","2,40",
"Thread",1297,13796,"Unknown","3 940,67","3 943,20","2,53",
"Thread",1298,16132,"Unknown","3 941,01","3 943,61","2,59",
"Thread",1299,3068,"Unknown","3 941,38","3 943,99","2,60",
"Thread",1300,18904,"Unknown","3 941,78","3 944,63","2,85",
"Thread",1301,620,"Unknown","3 942,26","3 944,85","2,59",
"Thread",1302,1652,"Unknown","3 942,63","3 945,39","2,77",
"Thread",1303,14356,"Unknown","3 942,97","3 945,65","2,67",
"Thread",1304,11964,"Unknown","3 943,35","3 946,09","2,74",
"Thread",1305,14928,"Unknown","3 943,73","3 946,55","2,82",
"Thread",1306,20044,"Unknown","3 944,09","3 946,83","2,74",
"Thread",1307,16568,"Unknown","3 944,44","3 947,26","2,82",
"Thread",1308,1196,"Unknown","3 944,82","3 947,74","2,92",
"Thread",1309,18080,"Unknown","3 945,21","3 948,26","3,04",
"Thread",1310,15476,"Unknown","3 945,64","3 948,60","2,96",
"Thread",1311,3572,"Unknown","3 946,05","3 949,46","3,41",
"Thread",1312,17928,"Unknown","3 946,44","3 950,02","3,58",
"Thread",1313,2168,"Unknown","3 946,98","3 949,95","2,97",
"Thread",1314,18228,"Unknown","3 947,38","3 950,14","2,76",
"Thread",1315,15832,"Unknown","3 947,76","3 950,70","2,94",
"Thread",1316,12804,"Unknown","3 948,15","3 951,11","2,96",
"Thread",1317,18376,"Unknown","3 948,63","3 952,13","3,50",
"Thread",1318,13180,"Unknown","3 949,54","3 952,28","2,75",
"Thread",1319,18264,"Unknown","3 950,23","3 952,70","2,46",
"Thread",1320,4900,"Unknown","3 950,61","3 953,29","2,68",
"Thread",1321,18188,"Unknown","3 951,03","3 953,62","2,59",
"Thread",1322,2256,"Unknown","3 951,49","3 954,01","2,52",
"Thread",1323,2912,"Unknown","3 951,86","3 954,48","2,62",
"Thread",1324,15412,"Unknown","3 952,24","3 954,96","2,72",
"Thread",1325,548,"Unknown","3 952,65","3 955,36","2,71",
"Thread",1326,20248,"Unknown","3 953,05","3 955,76","2,70",
"Thread",1327,19476,"Unknown","3 953,47","3 956,27","2,80",
"Thread",1328,19880,"Unknown","3 953,85","3 956,78","2,94",
"Thread",1329,15456,"Unknown","3 954,24","3 957,15","2,91",
"Thread",1330,18804,"Unknown","3 954,99","3 957,59","2,59",
"Thread",1331,1508,"Unknown","3 955,34","3 958,07","2,72",
"Thread",1332,5292,"Unknown","3 955,71","3 958,46","2,75",
"Thread",1333,14020,"Unknown","3 956,12","3 958,73","2,62",
"Thread",1334,17552,"Unknown","3 956,53","3 958,99","2,46",
"Thread",1335,14868,"Unknown","3 956,91","3 959,30","2,39",
"Thread",1336,4504,"Unknown","3 957,28","3 959,59","2,31",
"Thread",1337,15480,"Unknown","3 957,65","3 959,90","2,25",
"Thread",1338,2860,"Unknown","4 008,60","4 011,43","2,83",
"Thread",1339,6616,"Unknown","4 009,27","4 011,53","2,26",
"Thread",1340,11884,"Unknown","4 010,03","4 012,42","2,39",
"Thread",1341,9416,"Unknown","4 010,54","4 013,28","2,75",
"Thread",1342,11460,"Unknown","4 010,94","4 013,66","2,73",
"Thread",1343,20064,"Unknown","4 011,37","4 013,84","2,47",
"Thread",1344,2348,"Unknown","4 011,85","4 014,14","2,29",
"Thread",1345,3752,"Unknown","4 012,28","4 014,59","2,31",
"Thread",1346,1784,"Unknown","4 012,67","4 015,17","2,50",
"Thread",1347,1960,"Unknown","4 013,04","4 015,74","2,71",
"Thread",1348,14748,"Unknown","4 013,43","4 016,00","2,57",
"Thread",1349,6368,"Unknown","4 013,81","4 016,42","2,61",
"Thread",1350,4632,"Unknown","4 014,22","4 016,89","2,67",
"Thread",1351,17600,"Unknown","4 014,58","4 017,32","2,74",
"Thread",1352,19520,"Unknown","4 014,97","4 017,62","2,65",
"Thread",1353,2936,"Unknown","4 015,37","4 018,07","2,70",
"Thread",1354,16852,"Unknown","4 015,75","4 018,58","2,82",
"Thread",1355,480,"Unknown","4 016,16","4 018,89","2,73",
"Thread",1356,7632,"Unknown","4 016,53","4 019,46","2,93",
"Thread",1357,11936,"Unknown","4 016,91","4 019,44","2,54",
"Thread",1358,14780,"Unknown","4 017,29","4 019,87","2,57",
"Thread",1359,19744,"Unknown","4 017,76","4 020,43","2,67",
"Thread",1360,17040,"Unknown","4 018,15","4 021,08","2,93",
"Thread",1361,15984,"Unknown","4 018,63","4 021,09","2,47",
"Thread",1362,18192,"Unknown","4 019,02","4 021,57","2,55",
"Thread",1363,15400,"Unknown","4 019,39","4 022,24","2,85",
"Thread",1364,14556,"Unknown","4 019,86","4 022,51","2,65",
"Thread",1365,17628,"Unknown","4 020,22","4 022,81","2,59",
"Thread",1366,14676,"Unknown","4 020,61","4 023,22","2,61",
"Thread",1367,16464,"Unknown","4 021,00","4 023,68","2,67",
"Thread",1368,2212,"Unknown","4 021,42","4 024,06","2,65",
"Thread",1369,13452,"Unknown","4 021,78","4 024,48","2,70",
"Thread",1370,17820,"Unknown","4 022,15","4 024,72","2,57",
"Thread",1371,1984,"Unknown","4 022,53","4 025,03","2,50",
"Thread",1372,3328,"Unknown","4 022,94","4 025,56","2,62",
"Thread",1373,15668,"Unknown","4 023,34","4 025,92","2,58",
"Thread",1374,16364,"Unknown","4 023,70","4 027,24","3,54",
"Thread",1375,11548,"Unknown","4 024,09","4 027,58","3,49",
"Thread",1376,17984,"Unknown","4 024,45","4 027,19","2,74",
"Thread",1377,18352,"Unknown","4 024,93","4 027,72","2,79",
"Thread",1378,16240,"Unknown","4 025,33","4 028,51","3,18",
"Thread",1379,14728,"Unknown","4 025,91","4 028,69","2,78",
"Thread",1380,18304,"Unknown","4 026,33","4 029,17","2,84",
"Thread",1381,6968,"Unknown","4 026,72","4 029,96","3,24",
"Thread",1382,13696,"Unknown","4 027,37","4 029,98","2,62",
"Thread",1383,17560,"Unknown","4 027,74","4 030,65","2,91",
"Thread",1384,18752,"Unknown","4 028,10","4 030,72","2,63",
"Thread",1385,20212,"Unknown","4 028,49","4 031,37","2,88",
"Thread",1386,9480,"Unknown","4 028,90","4 031,63","2,72",
"Thread",1387,13476,"Unknown","4 029,35","4 031,37","2,02",
"Thread",1388,2148,"Unknown","4 029,75","4 032,06","2,31",
"Thread",1389,9380,"Unknown","4 030,14","4 032,45","2,31",
"Thread",1390,3636,"Unknown","4 081,00","4 083,94","2,94",
"Thread",1391,15372,"Unknown","4 081,81","4 083,81","2,00",
"Thread",1392,9764,"Unknown","4 082,54","4 084,64","2,11",
"Thread",1393,9440,"Unknown","4 083,10","4 085,26","2,16",
"Thread",1394,6012,"Unknown","4 083,59","4 085,50","1,90",
"Thread",1395,18124,"Unknown","4 084,10","4 086,01","1,91",
"Thread",1396,4856,"Unknown","4 084,49","4 086,75","2,26",
"Thread",1397,17748,"Unknown","4 084,89","4 087,09","2,20",
"Thread",1398,19288,"Unknown","4 085,27","4 087,44","2,17",
"Thread",1399,10068,"Unknown","4 085,62","4 089,64","4,02",
"Thread",1400,14532,"Unknown","4 086,04","4 088,82","2,78",
"Thread",1401,13776,"Unknown","4 086,38","4 088,84","2,46",
"Thread",1402,17576,"Unknown","4 086,73","4 089,51","2,79",
"Thread",1403,14196,"Unknown","4 087,11","4 089,95","2,84",
"Thread",1404,7516,"Unknown","4 087,50","4 090,66","3,16",
"Thread",1405,128,"Unknown","4 087,87","4 090,63","2,76",
"Thread",1406,11716,"Unknown","4 088,55","4 091,26","2,71",
"Thread",1407,3844,"Unknown","4 089,05","4 091,47","2,43",
"Thread",1408,18520,"Unknown","4 089,73","4 091,76","2,02",
"Thread",1409,15936,"Unknown","4 090,14","4 092,80","2,66",
"Thread",1410,17604,"Unknown","4 091,50","4 093,53","2,03",
"Thread",1411,9824,"Unknown","4 092,03","4 093,74","1,71",
"Thread",1412,15748,"Unknown","4 092,36","4 094,45","2,09",
"Thread",1413,2356,"Unknown","4 092,71","4 094,68","1,97",
"Thread",1414,17076,"Unknown","4 093,16","4 095,18","2,01",
"Thread",1415,16088,"Unknown","4 093,53","4 096,05","2,52",
"Thread",1416,13576,"Unknown","4 093,85","4 096,56","2,71",
"Thread",1417,17320,"Unknown","4 094,20","4 096,85","2,65",
"Thread",1418,13840,"Unknown","4 094,58","4 097,26","2,68",
"Thread",1419,7564,"Unknown","4 095,13","4 097,72","2,58",
"Thread",1420,3400,"Unknown","4 095,55","4 098,16","2,60",
"Thread",1421,12860,"Unknown","4 095,93","4 098,37","2,44",
"Thread",1422,11752,"Unknown","4 096,30","4 098,95","2,65",
"Thread",1423,16196,"Unknown","4 096,70","4 099,44","2,74",
