Type,Unique ID,ID,Name,Begin Time,End Time,Life Time,
"Thread",3290,18232,"Unknown","13 121,18","13 137,89","16,70",
"Thread",3291,12536,"Unknown","13 121,54","13 137,59","16,05",
"Thread",3292,20276,"Unknown","13 121,95","13 148,28","26,33",
"Thread",3293,14056,"Unknown","13 132,54","13 149,13","16,59",
"Thread",3294,2588,"Unknown","13 133,52","13 148,97","15,45",
"Thread",3295,14424,"Unknown","13 133,89","13 151,52","17,63",
"Thread",3296,16556,"Unknown","13 136,69","13 153,21","16,51",
"Thread",3297,19592,"Unknown","13 137,04","13 153,76","16,72",
"Thread",3298,5696,"Unknown","13 137,39","13 152,67","15,27",
"Thread",3299,140,"Unknown","13 137,79","13 153,83","16,04",
"Thread",3300,16792,"Unknown","13 138,19","13 164,17","25,98",
"Thread",3301,20204,"Unknown","13 148,47","13 165,91","17,44",
"Thread",3302,19480,"Unknown","13 149,16","13 164,74","15,58",
"Thread",3303,19764,"Unknown","13 149,51","13 168,08","18,57",
"Thread",3304,11188,"Unknown","13 152,05","13 167,85","15,80",
"Thread",3305,13144,"Unknown","13 152,85","13 168,56","15,71",
"Thread",3306,16488,"Unknown","13 153,78","13 170,05","16,28",
"Thread",3307,17388,"Unknown","13 154,19","13 169,69","15,50",
"Thread",3308,7676,"Unknown","13 154,54","13 179,90","25,36",
"Thread",3309,19352,"Unknown","13 164,67","13 182,53","17,86",
"Thread",3310,14084,"Unknown","13 165,15","13 181,69","16,54",
"Thread",3311,20024,"Unknown","13 166,09","13 182,94","16,85",
"Thread",3312,12144,"Unknown","13 168,10","13 183,76","15,66",
"Thread",3313,18568,"Unknown","13 168,46","13 183,63","15,17",
"Thread",3314,15096,"Unknown","13 168,87","13 184,93","16,06",
"Thread",3315,20136,"Unknown","13 169,86","13 184,76","14,90",
"Thread",3316,9360,"Unknown","13 170,30","13 191,21","20,91",
"Thread",3317,16548,"Unknown","13 235,93","13 251,37","15,44",
"Thread",3318,13752,"Unknown","13 236,45","13 252,36","15,91",
"Thread",3319,17032,"Unknown","13 237,09","13 252,39","15,30",
"Thread",3320,19388,"Unknown","13 237,56","13 253,01","15,45",
"Thread",3321,5140,"Unknown","13 237,92","13 253,55","15,62",
"Thread",3322,20152,"Unknown","13 238,28","13 253,47","15,19",
"Thread",3323,18588,"Unknown","13 238,63","13 255,15","16,52",
"Thread",3324,16504,"Unknown","13 239,06","13 256,03","16,97",
"Thread",3325,10940,"Unknown","13 239,47","13 268,14","28,67",
"Thread",3326,3720,"Unknown","13 252,52","13 275,26","22,74",
"Thread",3327,16188,"Unknown","13 252,94","13 270,26","17,32",
"Thread",3328,19748,"Unknown","13 253,65","13 273,91","20,26",
"Thread",3329,17592,"Unknown","13 254,26","13 271,70","17,43",
"Thread",3330,13132,"Unknown","13 255,56","13 272,96","17,39",
"Thread",3331,3248,"Unknown","13 255,97","13 272,76","16,79",
"Thread",3332,18008,"Unknown","13 256,57","13 280,15","23,58",
"Thread",3333,16452,"Unknown","13 262,49","13 285,75","23,26",
"Thread",3334,1296,"Unknown","13 270,37","13 288,19","17,82",
"Thread",3335,17988,"Unknown","13 271,92","13 288,54","16,62",
"Thread",3336,1232,"Unknown","13 272,87","13 290,85","17,98",
"Thread",3337,10040,"Unknown","13 273,34","13 291,80","18,46",
"Thread",3338,4024,"Unknown","13 274,09","13 294,35","20,26",
"Thread",3339,9376,"Unknown","13 277,94","13 296,35","18,42",
"Thread",3340,16184,"Unknown","13 280,39","13 298,52","18,13",
"Thread",3341,6528,"Unknown","13 280,83","13 301,74","20,91",
"Thread",3342,13444,"Unknown","13 286,65","13 304,77","18,12",
"Thread",3343,16472,"Unknown","13 288,40","13 304,88","16,49",
"Thread",3344,7604,"Unknown","13 288,82","13 306,20","17,39",
"Thread",3345,11492,"Unknown","13 291,41","13 307,12","15,70",
"Thread",3346,15948,"Unknown","13 291,98","13 310,18","18,20",
"Thread",3347,9208,"Unknown","13 294,52","13 312,02","17,50",
"Thread",3348,2924,"Unknown","13 296,67","13 314,88","18,21",
"Thread",3349,20368,"Unknown","13 298,62","13 318,79","20,17",
"Thread",3350,3096,"Unknown","13 301,97","13 319,65","17,68",
"Thread",3351,2704,"Unknown","13 304,98","13 322,79","17,81",
"Thread",3352,17936,"Unknown","13 305,38","13 320,98","15,60",
"Thread",3353,7196,"Unknown","13 306,39","13 321,97","15,58",
"Thread",3354,18140,"Unknown","13 307,28","13 327,28","20,01",
"Thread",3355,2752,"Unknown","13 310,49","13 326,60","16,11",
"Thread",3356,4976,"Unknown","13 312,12","13 329,80","17,68",
"Thread",3357,17244,"Unknown","13 315,11","13 335,40","20,30",
"Thread",3358,13872,"Unknown","13 319,05","13 334,52","15,47",
"Thread",3359,13468,"Unknown","13 319,83","13 336,36","16,53",
"Thread",3360,5992,"Unknown","13 321,20","13 338,14","16,94",
"Thread",3361,2744,"Unknown","13 322,14","13 338,85","16,71",
"Thread",3362,20400,"Unknown","13 322,98","13 341,81","18,83",
"Thread",3363,17896,"Unknown","13 326,77","13 342,35","15,58",
"Thread",3364,13744,"Unknown","13 327,42","13 344,51","17,09",
"Thread",3365,18836,"Unknown","13 329,90","13 347,58","17,68",
"Thread",3366,7240,"Unknown","13 334,74","13 346,34","11,60",
"Thread",3367,16816,"Unknown","13 392,41","13 407,99","15,58",
"Thread",3368,1764,"Unknown","13 393,02","13 407,78","14,76",
"Thread",3369,2164,"Unknown","13 393,83","13 408,36","14,53",
"Thread",3370,6948,"Unknown","13 394,40","13 409,37","14,97",
"Thread",3371,17900,"Unknown","13 394,80","13 411,06","16,26",
"Thread",3372,3064,"Unknown","13 395,19","13 410,91","15,72",
"Thread",3373,6832,"Unknown","13 395,56","13 410,95","15,39",
"Thread",3374,18884,"Unknown","13 395,98","13 412,39","16,41",
"Thread",3375,3156,"Unknown","13 396,34","13 422,91","26,57",
"Thread",3376,240,"Unknown","13 408,02","13 423,63","15,62",
"Thread",3377,18584,"Unknown","13 408,45","13 424,36","15,90",
"Thread",3378,7124,"Unknown","13 408,82","13 424,54","15,72",
"Thread",3379,13520,"Unknown","13 409,54","13 425,63","16,08",
"Thread",3380,13812,"Unknown","13 411,09","13 428,05","16,96",
"Thread",3381,18324,"Unknown","13 411,45","13 427,51","16,06",
"Thread",3382,14620,"Unknown","13 411,80","13 427,71","15,91",
"Thread",3383,17052,"Unknown","13 412,57","13 438,06","25,49",
"Thread",3384,16256,"Unknown","13 423,17","13 440,24","17,08",
"Thread",3385,12184,"Unknown","13 423,90","13 439,94","16,04",
"Thread",3386,15824,"Unknown","13 424,52","13 441,26","16,74",
"Thread",3387,13248,"Unknown","13 424,89","13 440,42","15,53",
"Thread",3388,14496,"Unknown","13 425,73","13 442,23","16,50",
"Thread",3389,19620,"Unknown","13 427,71","13 443,54","15,84",
"Thread",3390,14404,"Unknown","13 428,07","13 443,29","15,22",
"Thread",3391,17992,"Unknown","13 428,42","13 453,34","24,92",
"Thread",3392,19688,"Unknown","13 438,73","13 455,41","16,68",
"Thread",3393,19728,"Unknown","13 440,16","13 455,39","15,23",
"Thread",3394,6660,"Unknown","13 440,59","13 457,42","16,83",
"Thread",3395,17980,"Unknown","13 440,95","13 456,12","15,17",
"Thread",3396,20052,"Unknown","13 441,44","13 458,09","16,65",
"Thread",3397,3828,"Unknown","13 442,63","13 458,34","15,71",
"Thread",3398,3100,"Unknown","13 443,50","13 460,53","17,04",
"Thread",3399,19112,"Unknown","13 445,43","13 469,47","24,04",
"Thread",3400,9552,"Unknown","13 454,04","13 472,93","18,89",
"Thread",3401,15732,"Unknown","13 455,82","13 473,04","17,22",
"Thread",3402,4600,"Unknown","13 456,39","13 472,82","16,43",
"Thread",3403,17048,"Unknown","13 458,30","13 476,92","18,62",
"Thread",3404,18680,"Unknown","13 458,70","13 473,66","14,96",
"Thread",3405,19084,"Unknown","13 459,11","13 475,17","16,06",
"Thread",3406,9880,"Unknown","13 459,54","13 475,77","16,23",
"Thread",3407,6620,"Unknown","13 460,71","13 486,66","25,96",
"Thread",3408,19420,"Unknown","13 471,69","13 492,35","20,66",
"Thread",3409,3744,"Unknown","13 473,06","13 487,58","14,52",
"Thread",3410,2120,"Unknown","13 473,44","13 490,26","16,82",
"Thread",3411,7588,"Unknown","13 474,20","13 490,25","16,05",
"Thread",3412,11940,"Unknown","13 474,63","13 489,75","15,13",
"Thread",3413,5348,"Unknown","13 475,39","13 490,65","15,27",
"Thread",3414,17816,"Unknown","13 475,94","13 492,99","17,05",
"Thread",3415,14072,"Unknown","13 477,54","13 498,11","20,57",
"Thread",3416,18864,"Unknown","13 486,91","13 502,02","15,10",
"Thread",3417,4020,"Unknown","13 488,57","13 502,58","14,01",
"Thread",3418,13796,"Unknown","13 548,07","13 562,91","14,84",
"Thread",3419,16132,"Unknown","13 548,58","13 563,45","14,87",
"Thread",3420,3068,"Unknown","13 549,19","13 564,09","14,90",
"Thread",3421,18904,"Unknown","13 549,73","13 564,33","14,60",
"Thread",3422,620,"Unknown","13 550,11","13 565,02","14,91",
"Thread",3423,1652,"Unknown","13 550,48","13 566,30","15,82",
"Thread",3424,14356,"Unknown","13 550,86","13 568,02","17,15",
"Thread",3425,11964,"Unknown","13 551,34","13 568,92","17,58",
"Thread",3426,14928,"Unknown","13 553,89","13 577,90","24,01",
"Thread",3427,20044,"Unknown","13 563,13","13 579,71","16,58",
"Thread",3428,16568,"Unknown","13 563,58","13 578,40","14,81",
"Thread",3429,1196,"Unknown","13 564,20","13 579,70","15,50",
"Thread",3430,18080,"Unknown","13 564,64","13 579,96","15,32",
"Thread",3431,15476,"Unknown","13 565,19","13 581,94","16,75",
"Thread",3432,3572,"Unknown","13 566,40","13 583,05","16,65",
"Thread",3433,17928,"Unknown","13 568,26","13 583,75","15,49",
"Thread",3434,2168,"Unknown","13 569,11","13 593,69","24,58",
"Thread",3435,18228,"Unknown","13 578,19","13 592,74","14,55",
"Thread",3436,15832,"Unknown","13 578,59","13 594,17","15,58",
"Thread",3437,12804,"Unknown","13 579,87","13 595,30","15,44",
"Thread",3438,18376,"Unknown","13 580,31","13 596,54","16,23",
"Thread",3439,13180,"Unknown","13 582,11","13 597,29","15,18",
"Thread",3440,18264,"Unknown","13 582,48","13 599,15","16,67",
"Thread",3441,4900,"Unknown","13 583,18","13 598,42","15,24",
"Thread",3442,18188,"Unknown","13 583,93","13 609,27","25,33",
"Thread",3443,2256,"Unknown","13 593,90","13 610,37","16,47",
"Thread",3444,2912,"Unknown","13 594,29","13 609,54","15,25",
"Thread",3445,15412,"Unknown","13 594,66","13 610,91","16,26",
"Thread",3446,548,"Unknown","13 595,48","13 612,05","16,57",
"Thread",3447,20248,"Unknown","13 597,46","13 612,36","14,91",
"Thread",3448,19476,"Unknown","13 597,83","13 612,93","15,09",
"Thread",3449,19880,"Unknown","13 598,60","13 614,12","15,51",
"Thread",3450,15456,"Unknown","13 599,32","13 626,09","26,77",
"Thread",3451,18804,"Unknown","13 610,07","13 625,38","15,31",
"Thread",3452,1508,"Unknown","13 610,50","13 626,09","15,59",
"Thread",3453,5292,"Unknown","13 610,89","13 625,73","14,84",
"Thread",3454,14020,"Unknown","13 611,30","13 626,66","15,36",
"Thread",3455,17552,"Unknown","13 612,38","13 628,52","16,13",
"Thread",3456,14868,"Unknown","13 612,76","13 627,69","14,93",
"Thread",3457,4504,"Unknown","13 613,17","13 629,00","15,83",
"Thread",3458,15480,"Unknown","13 614,28","13 641,50","27,22",
"Thread",3459,2860,"Unknown","13 625,91","13 640,78","14,87",
"Thread",3460,6616,"Unknown","13 626,33","13 642,73","16,39",
"Thread",3461,11884,"Unknown","13 626,75","13 641,80","15,05",
"Thread",3462,9416,"Unknown","13 627,71","13 643,24","15,53",
"Thread",3463,11460,"Unknown","13 628,17","13 642,64","14,47",
"Thread",3464,20064,"Unknown","13 628,62","13 643,45","14,83",
"Thread",3465,3752,"Unknown","13 629,22","13 644,16","14,94",
"Thread",3466,1784,"Unknown","13 630,02","13 652,47","22,45",
"Thread",3467,1960,"Unknown","13 641,11","13 654,42","13,32",
"Thread",3468,14748,"Unknown","13 641,61","13 652,85","11,24",
"Thread",3469,6368,"Unknown","13 642,87","13 654,78","11,91",
"Thread",3470,4632,"Unknown","13 700,16","13 715,41","15,24",
"Thread",3471,17600,"Unknown","13 700,94","13 715,07","14,13",
"Thread",3472,19520,"Unknown","13 701,67","13 718,20","16,53",
"Thread",3473,2936,"Unknown","13 702,24","13 721,24","19,00",
"Thread",3474,16852,"Unknown","13 702,64","13 717,13","14,49",
"Thread",3475,480,"Unknown","13 703,04","13 717,55","14,51",
"Thread",3476,7632,"Unknown","13 703,41","13 719,78","16,37",
"Thread",3477,11936,"Unknown","13 703,82","13 718,89","15,07",
"Thread",3478,14780,"Unknown","13 704,53","13 730,67","26,14",
"Thread",3479,19744,"Unknown","13 715,44","13 730,88","15,44",
"Thread",3480,17040,"Unknown","13 716,05","13 731,41","15,35",
"Thread",3481,15984,"Unknown","13 717,40","13 732,60","15,20",
"Thread",3482,18192,"Unknown","13 717,88","13 732,41","14,53",
"Thread",3483,15400,"Unknown","13 718,37","13 732,95","14,58",
"Thread",3484,14556,"Unknown","13 719,00","13 735,68","16,68",
"Thread",3485,17628,"Unknown","13 720,60","13 735,92","15,33",
"Thread",3486,14676,"Unknown","13 721,44","13 744,85","23,41",
"Thread",3487,16464,"Unknown","13 730,83","13 746,27","15,43",
"Thread",3488,2212,"Unknown","13 731,28","13 746,62","15,34",
"Thread",3489,13452,"Unknown","13 731,70","13 748,86","17,16",
"Thread",3490,17820,"Unknown","13 732,57","13 747,16","14,58",
"Thread",3491,1984,"Unknown","13 732,96","13 748,25","15,29",
"Thread",3492,3328,"Unknown","13 733,32","13 751,51","18,19",
"Thread",3493,16364,"Unknown","13 735,79","13 751,29","15,50",
"Thread",3494,15668,"Unknown","13 736,46","13 759,19","22,73",
"Thread",3495,11548,"Unknown","13 745,16","13 761,31","16,15",
"Thread",3496,17984,"Unknown","13 746,37","13 761,47","15,10",
"Thread",3497,18352,"Unknown","13 746,86","13 761,45","14,59",
"Thread",3498,16240,"Unknown","13 747,33","13 762,78","15,45",
"Thread",3499,14728,"Unknown","13 748,41","13 762,88","14,47",
"Thread",3500,18304,"Unknown","13 748,96","13 766,03","17,08",
"Thread",3501,20140,"Unknown","13 751,49","13 766,64","15,16",
"Thread",3502,9984,"Unknown","13 751,87","13 774,44","22,57",
"Thread",3503,6968,"Unknown","13 759,81","13 776,82","17,01",
"Thread",3504,13696,"Unknown","13 761,56","13 775,98","14,43",
"Thread",3505,17560,"Unknown","13 761,95","13 776,74","14,79",
"Thread",3506,18752,"Unknown","13 762,36","13 776,83","14,47",
"Thread",3507,20212,"Unknown","13 762,99","13 779,71","16,72",
"Thread",3508,9480,"Unknown","13 763,35","13 780,60","17,26",
"Thread",3509,13476,"Unknown","13 766,21","13 782,18","15,97",
"Thread",3510,2148,"Unknown","13 766,81","13 788,78","21,97",
"Thread",3511,9380,"Unknown","13 774,64","13 790,58","15,94",
"Thread",3512,3636,"Unknown","13 776,44","13 791,66","15,22",
"Thread",3513,5000,"Unknown","13 776,91","13 791,24","14,33",
"Thread",3514,15372,"Unknown","13 777,25","13 793,59","16,34",
"Thread",3515,9764,"Unknown","13 777,68","13 793,73","16,05",
"Thread",3516,9440,"Unknown","13 779,88","13 795,26","15,38",
"Thread",3517,6012,"Unknown","13 780,78","13 797,32","16,54",
"Thread",3518,18124,"Unknown","13 782,55","13 803,07","20,52",
"Thread",3519,4856,"Unknown","13 789,27","13 805,51","16,23",
"Thread",3520,17748,"Unknown","13 791,25","13 802,60","11,34",
"Thread",3521,19288,"Unknown","13 791,65","13 805,91","14,26",
"Thread",3522,10068,"Unknown","13 792,01","13 806,17","14,15",
"Thread",3523,14532,"Unknown","13 850,76","13 865,41","14,65",
"Thread",3524,13776,"Unknown","13 851,27","13 865,16","13,90",
"Thread",3525,17576,"Unknown","13 851,91","13 874,97","23,06",
"Thread",3526,14196,"Unknown","13 852,38","13 868,65","16,27",
"Thread",3527,7516,"Unknown","13 852,75","13 867,11","14,36",
"Thread",3528,128,"Unknown","13 853,13","13 868,94","15,81",
"Thread",3529,11716,"Unknown","13 853,53","13 868,15","14,62",
"Thread",3530,3844,"Unknown","13 853,94","13 868,54","14,60",
"Thread",3531,18520,"Unknown","13 854,34","13 880,23","25,90",
"Thread",3532,15936,"Unknown","13 865,68","13 881,44","15,76",
"Thread",3533,17604,"Unknown","13 867,14","13 882,33","15,19",
"Thread",3534,9824,"Unknown","13 867,55","13 883,87","16,32",
"Thread",3535,15748,"Unknown","13 868,34","13 883,15","14,81",
"Thread",3536,2356,"Unknown","13 868,77","13 884,25","15,48",
"Thread",3537,17076,"Unknown","13 869,39","13 892,12","22,73",
"Thread",3538,16088,"Unknown","13 874,08","13 889,59","15,52",
"Thread",3539,13576,"Unknown","13 875,44","13 894,87","19,43",
"Thread",3540,17320,"Unknown","13 880,57","13 896,82","16,25",
"Thread",3541,13840,"Unknown","13 881,62","13 896,75","15,13",
"Thread",3542,7564,"Unknown","13 882,49","13 897,93","15,43",
"Thread",3543,3400,"Unknown","13 883,33","13 899,60","16,27",
"Thread",3544,12860,"Unknown","13 883,98","13 901,78","17,80",
"Thread",3545,11752,"Unknown","13 884,43","13 906,05","21,62",
"Thread",3546,16196,"Unknown","13 892,32","13 910,20","17,88",
"Thread",3547,19840,"Unknown","13 894,63","13 909,21","14,58",
"Thread",3548,15492,"Unknown","13 895,53","13 912,59","17,06",
"Thread",3549,6296,"Unknown","13 897,01","13 911,93","14,92",
"Thread",3550,7612,"Unknown","13 897,43","13 912,81","15,39",
"Thread",3551,6924,"Unknown","13 898,12","13 914,01","15,89",
"Thread",3552,3984,"Unknown","13 899,71","13 920,93","21,22",
"Thread",3553,6888,"Unknown","13 904,36","13 920,56","16,20",
"Thread",3554,11616,"Unknown","13 906,25","13 925,55","19,30",
"Thread",3555,15332,"Unknown","13 909,45","13 924,22","14,77",
"Thread",3556,9260,"Unknown","13 910,38","13 927,04","16,66",
"Thread",3557,19216,"Unknown","13 912,05","13 926,37","14,31",
"Thread",3558,8452,"Unknown","13 912,75","13 927,70","14,95",
"Thread",3559,11556,"Unknown","13 913,16","13 928,47","15,31",
"Thread",3560,19300,"Unknown","13 914,11","13 935,49","21,37",
"Thread",3561,19092,"Unknown","13 921,02","13 937,26","16,24",
"Thread",3562,18396,"Unknown","13 921,96","13 938,12","16,16",
"Thread",3563,15864,"Unknown","13 924,41","13 939,58","15,17",
"Thread",3564,16252,"Unknown","13 925,81","13 941,87","16,06",
"Thread",3565,3228,"Unknown","13 926,53","13 942,13","15,60",
"Thread",3566,15428,"Unknown","13 928,06","13 942,13","14,07",
"Thread",3567,14244,"Unknown","13 928,60","13 944,14","15,54",
"Thread",3568,5888,"Unknown","13 928,97","13 950,76","21,80",
"Thread",3569,9024,"Unknown","13 935,63","13 951,57","15,94",
"Thread",3570,3160,"Unknown","13 937,93","13 952,16","14,23",
"Thread",3571,18364,"Unknown","13 938,37","13 954,31","15,94",
"Thread",3572,16936,"Unknown","13 939,76","13 955,80","16,04",
"Thread",3573,11724,"Unknown","13 942,16","13 955,03","12,88",
"Thread",3574,4000,"Unknown","13 942,57","13 956,64","14,07",
"Thread",3575,6276,"Unknown","13 942,99","13 957,62","14,64",
"Thread",3576,8644,"Unknown","13 944,23","13 961,67","17,44",
"Thread",3577,7560,"Unknown","14 006,75","14 020,64","13,89",
"Thread",3578,18580,"Unknown","14 007,27","14 021,37","14,10",
"Thread",3579,19504,"Unknown","14 008,01","14 021,87","13,86",
"Thread",3580,12024,"Unknown","14 008,53","14 022,84","14,32",
"Thread",3581,19912,"Unknown","14 008,98","14 023,57","14,59",
"Thread",3582,15420,"Unknown","14 009,33","14 024,53","15,20",
"Thread",3583,15328,"Unknown","14 009,68","14 024,45","14,78",
"Thread",3584,14952,"Unknown","14 010,07","14 027,33","17,27",
"Thread",3585,17776,"Unknown","14 010,46","14 035,61","25,15",
"Thread",3586,13484,"Unknown","14 021,48","14 037,11","15,63",
"Thread",3587,1132,"Unknown","14 022,08","14 037,18","15,10",
"Thread",3588,13632,"Unknown","14 022,98","14 037,36","14,38",
"Thread",3589,5108,"Unknown","14 023,68","14 038,16","14,48",
"Thread",3590,14680,"Unknown","14 024,68","14 039,43","14,75",
"Thread",3591,11720,"Unknown","14 025,08","14 041,75","16,67",
"Thread",3592,15932,"Unknown","14 027,35","14 042,29","14,95",
"Thread",3593,14016,"Unknown","14 027,73","14 050,79","23,05",
"Thread",3594,17016,"Unknown","14 036,04","14 053,83","17,78",
"Thread",3595,15584,"Unknown","14 037,27","14 051,25","13,98",
"Thread",3596,19460,"Unknown","14 037,63","14 052,48","14,85",
"Thread",3597,19156,"Unknown","14 037,99","14 052,94","14,95",
"Thread",3598,14180,"Unknown","14 038,42","14 053,83","15,42",
"Thread",3599,4792,"Unknown","14 039,61","14 055,84","16,23",
"Thread",3600,18684,"Unknown","14 041,96","14 056,50","14,54",
"Thread",3601,15636,"Unknown","14 042,66","14 065,28","22,62",
"Thread",3602,5172,"Unknown","14 051,03","14 065,55","14,53",
"Thread",3603,14820,"Unknown","14 051,46","14 072,22","20,75",
"Thread",3604,11364,"Unknown","14 052,60","14 066,87","14,27",
"Thread",3605,10124,"Unknown","14 053,05","14 068,21","15,16",
"Thread",3606,8372,"Unknown","14 053,97","14 069,93","15,96",
"Thread",3607,19784,"Unknown","14 054,34","14 069,47","15,13",
"Thread",3608,16952,"Unknown","14 056,02","14 071,44","15,42",
"Thread",3609,7356,"Unknown","14 056,86","14 078,71","21,86",
"Thread",3610,916,"Unknown","14 065,49","14 080,90","15,41",
"Thread",3611,15508,"Unknown","14 065,93","14 081,50","15,57",
"Thread",3612,2856,"Unknown","14 067,05","14 082,81","15,76",
"Thread",3613,2836,"Unknown","14 068,32","14 083,48","15,16",
"Thread",3614,16328,"Unknown","14 069,67","14 083,87","14,20",
"Thread",3615,13420,"Unknown","14 070,09","14 085,35","15,26",
"Thread",3616,11996,"Unknown","14 071,61","14 089,16","17,55",
"Thread",3617,19272,"Unknown","14 074,82","14 094,32","19,49",
"Thread",3618,14076,"Unknown","14 079,74","14 097,75","18,01",
"Thread",3619,17412,"Unknown","14 082,46","14 096,72","14,25",
"Thread",3620,7888,"Unknown","14 083,01","14 096,94","13,93",
"Thread",3621,5288,"Unknown","14 083,42","14 097,92","14,51",
"Thread",3622,14580,"Unknown","14 083,82","14 099,07","15,24",
"Thread",3623,15248,"Unknown","14 084,21","14 101,31","17,10",
"Thread",3624,13884,"Unknown","14 085,47","14 105,33","19,86",
"Thread",3625,17324,"Unknown","14 091,47","14 110,70","19,23",
"Thread",3626,8084,"Unknown","14 095,40","14 110,39","15,00",
"Thread",3627,1276,"Unknown","14 096,96","14 111,27","14,31",
"Thread",3628,19184,"Unknown","14 097,37","14 111,04","13,67",
"Thread",3629,10132,"Unknown","14 097,92","14 112,83","14,91",
"Thread",3630,8000,"Unknown","14 098,31","14 112,23","13,92",
"Thread",3631,15152,"Unknown","14 099,29","14 114,55","15,26",
"Thread",3632,18300,"Unknown","14 160,94","14 174,94","14,00",
"Thread",3633,14796,"Unknown","14 161,46","14 174,51","13,06",
"Thread",3634,15764,"Unknown","14 162,16","14 176,43","14,27",
"Thread",3635,5996,"Unknown","14 162,72","14 176,43","13,71",
"Thread",3636,17668,"Unknown","14 163,14","14 177,68","14,54",
"Thread",3637,19816,"Unknown","14 163,52","14 177,54","14,02",
"Thread",3638,10332,"Unknown","14 163,88","14 177,78","13,89",
"Thread",3639,380,"Unknown","14 164,26","14 179,37","15,12",
"Thread",3640,19452,"Unknown","14 164,69","14 188,55","23,86",
"Thread",3641,15676,"Unknown","14 174,85","14 191,59","16,74",
"Thread",3642,8356,"Unknown","14 175,36","14 189,91","14,55",
"Thread",3643,9864,"Unknown","14 176,60","14 190,61","14,02",
"Thread",3644,3520,"Unknown","14 176,96","14 191,20","14,24",
"Thread",3645,20252,"Unknown","14 177,64","14 191,66","14,02",
"Thread",3646,14508,"Unknown","14 178,00","14 192,49","14,49",
"Thread",3647,16668,"Unknown","14 178,43","14 193,37","14,94",
"Thread",3648,5056,"Unknown","14 179,55","14 203,51","23,96",
"Thread",3649,5068,"Unknown","14 189,22","14 203,87","14,65",
"Thread",3650,17876,"Unknown","14 190,14","14 204,83","14,69",
"Thread",3651,15624,"Unknown","14 190,78","14 205,12","14,34",
"Thread",3652,7228,"Unknown","14 191,35","14 206,85","15,50",
"Thread",3653,6940,"Unknown","14 191,77","14 206,02","14,26",
"Thread",3654,1160,"Unknown","14 192,35","14 206,75","14,40",
"Thread",3655,20232,"Unknown","14 192,76","14 207,37","14,62",
"Thread",3656,17596,"Unknown","14 193,59","14 217,99","24,40",
"Thread",3657,10120,"Unknown","14 203,90","14 218,24","14,34",
"Thread",3658,13712,"Unknown","14 204,38","14 220,42","16,04",
"Thread",3659,17728,"Unknown","14 205,06","14 218,74","13,68",
"Thread",3660,1628,"Unknown","14 205,59","14 219,66","14,06",
"Thread",3661,8696,"Unknown","14 206,21","14 221,49","15,28",
"Thread",3662,16736,"Unknown","14 206,96","14 221,11","14,15",
"Thread",3663,15296,"Unknown","14 207,32","14 221,27","13,95",
"Thread",3664,5440,"Unknown","14 207,70","14 231,49","23,79",
"Thread",3665,19248,"Unknown","14 218,16","14 233,41","15,26",
"Thread",3666,14412,"Unknown","14 218,92","14 233,09","14,16",
"Thread",3667,11920,"Unknown","14 219,84","14 236,10","16,27",
"Thread",3668,5400,"Unknown","14 220,59","14 235,26","14,68",
"Thread",3669,16940,"Unknown","14 221,29","14 235,32","14,03",
"Thread",3670,11696,"Unknown","14 221,69","14 235,45","13,76",
"Thread",3671,9672,"Unknown","14 222,05","14 241,80","19,76",
"Thread",3672,872,"Unknown","14 228,54","14 245,05","16,51",
"Thread",3673,2124,"Unknown","14 231,60","14 246,50","14,90",
"Thread",3674,15704,"Unknown","14 233,27","14 247,05","13,77",
"Thread",3675,16552,"Unknown","14 233,71","14 249,53","15,82",
"Thread",3676,18492,"Unknown","14 235,40","14 249,63","14,23",
"Thread",3677,15792,"Unknown","14 235,80","14 250,21","14,41",
"Thread",3678,18780,"Unknown","14 236,20","14 251,09","14,89",
"Thread",3679,17860,"Unknown","14 237,25","14 256,79","19,54",
"Thread",3680,16264,"Unknown","14 242,12","14 258,75","16,63",
"Thread",3681,8792,"Unknown","14 245,16","14 259,81","14,65",
"Thread",3682,14152,"Unknown","14 246,79","14 260,49","13,69",
"Thread",3683,2964,"Unknown","14 247,21","14 262,74","15,53",
"Thread",3684,16112,"Unknown","14 249,77","14 263,23","13,46",
"Thread",3685,6072,"Unknown","14 250,15","14 263,95","13,80",
"Thread",3686,14864,"Unknown","14 250,59","14 263,16","12,57",
"Thread",3687,16000,"Unknown","14 252,00","14 267,53","15,52",
"Thread",3688,1916,"Unknown","14 312,31","14 325,69","13,38",
"Thread",3689,20112,"Unknown","14 312,82","14 325,51","12,69",
"Thread",3690,1480,"Unknown","14 313,43","14 326,79","13,36",
"Thread",3691,15760,"Unknown","14 313,90","14 327,38","13,48",
"Thread",3692,13360,"Unknown","14 314,34","14 329,21","14,87",
"Thread",3693,1592,"Unknown","14 314,73","14 329,52","14,80",
"Thread",3694,18824,"Unknown","14 315,09","14 329,74","14,64",
"Thread",3695,12484,"Unknown","14 315,46","14 330,62","15,15",
"Thread",3696,12652,"Unknown","14 315,82","14 339,08","23,25",
"Thread",3697,14480,"Unknown","14 325,98","14 341,04","15,06",
"Thread",3698,556,"Unknown","14 326,59","14 340,50","13,91",
"Thread",3699,17572,"Unknown","14 327,02","14 340,71","13,68",
"Thread",3700,8120,"Unknown","14 327,55","14 343,76","16,20",
